Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Human gene stable ID,Human gene name,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,"Human orthology confidence [0 low, 1 high]"
ENSECAG00000006164,ENSECAG00000006164.2,ENSECAT00000006146,ENSECAT00000006146.2,ENSG00000211724,TRBV6-6,73.4043,60.5263,0
ENSECAG00000006164,ENSECAG00000006164.2,ENSECAT00000006146,ENSECAT00000006146.2,ENSG00000253188,TRBV6-7,74.4681,61.4035,0
ENSECAG00000006164,ENSECAG00000006164.2,ENSECAT00000006146,ENSECAT00000006146.2,ENSG00000211713,TRBV6-4,68.0851,56.1404,0
ENSECAG00000006164,ENSECAG00000006164.2,ENSECAT00000006146,ENSECAT00000006146.2,ENSG00000211721,TRBV6-5,72.3404,59.6491,0
ENSECAG00000006164,ENSECAG00000006164.2,ENSECAT00000006146,ENSECAT00000006146.2,ENSG00000253534,TRBV6-8,74.4681,61.9469,0
ENSECAG00000006164,ENSECAG00000006164.2,ENSECAT00000006146,ENSECAT00000006146.2,ENSG00000283063,TRBV6-2,73.4043,60.5263,1
ENSECAG00000008403,ENSECAG00000008403.4,ENSECAT00000095665,ENSECAT00000095665.1,ENSG00000161016,RPL8,68.6154,86.7704,1
ENSECAG00000008403,ENSECAG00000008403.4,ENSECAT00000008654,ENSECAT00000008654.4,ENSG00000161016,RPL8,68.6154,86.7704,1
ENSECAG00000008403,ENSECAG00000008403.4,ENSECAT00000031608,ENSECAT00000031608.3,ENSG00000161016,RPL8,68.6154,86.7704,1
ENSECAG00000044796,ENSECAG00000044796.1,ENSECAT00000126460,ENSECAT00000126460.1,ENSG00000166923,GREM1,97.8261,97.8261,1
ENSECAG00000044796,ENSECAG00000044796.1,ENSECAT00000144794,ENSECAT00000144794.1,ENSG00000166923,GREM1,97.8261,97.8261,1
ENSECAG00000031769,ENSECAG00000031769.3,ENSECAT00000034777,ENSECAT00000034777.3,ENSG00000134940,ACRV1,74.0933,53.9623,1
ENSECAG00000013124,ENSECAG00000013124.4,ENSECAT00000013680,ENSECAT00000013680.4,ENSG00000069399,BCL3,51.0976,92.2907,1
ENSECAG00000013124,ENSECAG00000013124.4,ENSECAT00000066052,ENSECAT00000066052.2,ENSG00000069399,BCL3,51.0976,92.2907,1
ENSECAG00000038630,ENSECAG00000038630.3,ENSECAT00000036823,ENSECAT00000036823.3,ENSG00000198088,NUP62CL,61.9565,61.9565,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000054346,ENSECAT00000054346.3,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000103166,ENSECAT00000103166.1,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000133505,ENSECAT00000133505.1,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000045444,ENSECAT00000045444.2,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000048729,ENSECAT00000048729.2,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000057870,ENSECAT00000057870.2,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000062122,ENSECAT00000062122.2,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000035228,ENSECAT00000035228.2,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000110235,ENSECAT00000110235.1,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000009312,ENSECAG00000009312.4,ENSECAT00000119671,ENSECAT00000119671.1,ENSG00000165675,ENOX2,84.9702,98.2788,1
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000211706,TRBV6-1,70.2128,57.8947,0
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000211724,TRBV6-6,70.2128,57.8947,0
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000253188,TRBV6-7,72.3404,59.6491,0
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000211713,TRBV6-4,67.0213,55.2632,0
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000211721,TRBV6-5,75.5319,62.2807,0
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000253534,TRBV6-8,70.2128,58.4071,1
ENSECAG00000011714,ENSECAG00000011714.2,ENSECAT00000012137,ENSECAT00000012137.2,ENSG00000283063,TRBV6-2,73.4043,60.5263,0
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000043252,ENSECAT00000043252.3,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000126832,ENSECAT00000126832.1,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000024211,ENSECAT00000024211.4,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000034079,ENSECAT00000034079.3,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000038916,ENSECAT00000038916.3,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000024247,ENSECAT00000024247.4,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000024214,ENSECAT00000024214.4,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000059677,ENSECAT00000059677.3,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000038633,ENSECAT00000038633.3,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000022447,ENSECAG00000022447.4,ENSECAT00000024209,ENSECAT00000024209.4,ENSG00000154380,ENAH,65.7534,92.6316,1
ENSECAG00000016683,ENSECAG00000016683.4,ENSECAT00000046567,ENSECAT00000046567.2,ENSG00000115593,SMYD1,68.6025,77.1429,1
ENSECAG00000012974,ENSECAG00000012974.2,ENSECAT00000013456,ENSECAT00000013456.2,ENSG00000276819,TRBV15,72.7273,63.1579,1
ENSECAG00000023081,ENSECAG00000023081.5,ENSECAT00000145648,ENSECAT00000145648.1,ENSG00000204590,GNL1,95.4839,97.5288,1
ENSECAG00000023081,ENSECAG00000023081.5,ENSECAT00000029023,ENSECAT00000029023.4,ENSG00000204590,GNL1,95.4839,97.5288,1
ENSECAG00000024945,ENSECAG00000024945.3,ENSECAT00000026940,ENSECAT00000026940.3,ENSG00000104823,ECH1,74.386,64.6341,1
ENSECAG00000011653,ENSECAG00000011653.4,ENSECAT00000012076,ENSECAT00000012076.4,ENSG00000170214,ADRA1B,96.8811,95.5769,1
ENSECAG00000022413,ENSECAG00000022413.3,ENSECAT00000024253,ENSECAT00000024253.3,ENSG00000100353,EIF3D,98.5401,98.5401,1
ENSECAG00000006428,ENSECAG00000006428.4,ENSECAT00000006601,ENSECAT00000006601.4,ENSG00000105676,ARMC6,77.5238,81.2375,1
ENSECAG00000006428,ENSECAG00000006428.4,ENSECAT00000114668,ENSECAT00000114668.1,ENSG00000105676,ARMC6,77.5238,81.2375,1
ENSECAG00000006428,ENSECAG00000006428.4,ENSECAT00000091647,ENSECAT00000091647.1,ENSG00000105676,ARMC6,77.5238,81.2375,1
ENSECAG00000006428,ENSECAG00000006428.4,ENSECAT00000136751,ENSECAT00000136751.1,ENSG00000105676,ARMC6,77.5238,81.2375,1
ENSECAG00000006428,ENSECAG00000006428.4,ENSECAT00000105605,ENSECAT00000105605.1,ENSG00000105676,ARMC6,77.5238,81.2375,1
ENSECAG00000006428,ENSECAG00000006428.4,ENSECAT00000116744,ENSECAT00000116744.1,ENSG00000105676,ARMC6,77.5238,81.2375,1
ENSECAG00000033316,ENSECAG00000033316.1,ENSECAT00000046553,ENSECAT00000046553.1,ENSG00000211772,TRBC2,73.5714,57.5419,1
ENSECAG00000033316,ENSECAG00000033316.1,ENSECAT00000046553,ENSECAT00000046553.1,ENSG00000211751,TRBC1,72.8571,57.6271,1
ENSECAG00000007050,ENSECAG00000007050.5,ENSECAT00000061212,ENSECAT00000061212.3,ENSG00000091157,WDR7,97.3826,97.3826,1
ENSECAG00000007050,ENSECAG00000007050.5,ENSECAT00000011391,ENSECAT00000011391.3,ENSG00000091157,WDR7,97.3826,97.3826,1
ENSECAG00000007050,ENSECAG00000007050.5,ENSECAT00000039365,ENSECAT00000039365.2,ENSG00000091157,WDR7,97.3826,97.3826,1
ENSECAG00000007050,ENSECAG00000007050.5,ENSECAT00000028963,ENSECAT00000028963.4,ENSG00000091157,WDR7,97.3826,97.3826,1
ENSECAG00000006980,ENSECAG00000006980.4,ENSECAT00000030498,ENSECAT00000030498.3,ENSG00000149557,FEZ1,95.5224,97.9592,1
ENSECAG00000006980,ENSECAG00000006980.4,ENSECAT00000053488,ENSECAT00000053488.2,ENSG00000149557,FEZ1,95.5224,97.9592,1
ENSECAG00000006980,ENSECAG00000006980.4,ENSECAT00000086251,ENSECAT00000086251.1,ENSG00000149557,FEZ1,95.5224,97.9592,1
ENSECAG00000006980,ENSECAG00000006980.4,ENSECAT00000007367,ENSECAT00000007367.4,ENSG00000149557,FEZ1,95.5224,97.9592,1
ENSECAG00000013850,ENSECAG00000013850.4,ENSECAT00000094716,ENSECAT00000094716.1,ENSG00000114988,LMAN2L,85.514,52.5862,1
ENSECAG00000013850,ENSECAG00000013850.4,ENSECAT00000032901,ENSECAT00000032901.2,ENSG00000114988,LMAN2L,85.514,52.5862,1
ENSECAG00000013850,ENSECAG00000013850.4,ENSECAT00000014714,ENSECAT00000014714.4,ENSG00000114988,LMAN2L,85.514,52.5862,1
ENSECAG00000030258,ENSECAG00000030258.1,ENSECAT00000040056,ENSECAT00000040056.1,ENSG00000211772,TRBC2,73.5714,57.5419,1
ENSECAG00000030258,ENSECAG00000030258.1,ENSECAT00000040056,ENSECAT00000040056.1,ENSG00000211751,TRBC1,72.8571,57.6271,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000069030,ENSECAT00000069030.2,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000063813,ENSECAT00000063813.3,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000113448,ENSECAT00000113448.1,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000015533,ENSECAT00000015533.4,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000051211,ENSECAT00000051211.3,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000082842,ENSECAT00000082842.1,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000122837,ENSECAT00000122837.1,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000015477,ENSECAT00000015477.4,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000098162,ENSECAT00000098162.1,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000014347,ENSECAG00000014347.4,ENSECAT00000104202,ENSECAT00000104202.1,ENSG00000204842,ATXN2,94.3686,95.7576,1
ENSECAG00000019302,ENSECAG00000019302.4,ENSECAT00000020449,ENSECAT00000020449.4,ENSG00000159248,GJD2,77.8351,94.081,1
ENSECAG00000019302,ENSECAG00000019302.4,ENSECAT00000086084,ENSECAT00000086084.1,ENSG00000159248,GJD2,77.8351,94.081,1
ENSECAG00000017713,ENSECAG00000017713.3,ENSECAT00000019055,ENSECAT00000019055.3,ENSG00000119321,FKBP15,86.0636,86.6284,1
ENSECAG00000017713,ENSECAG00000017713.3,ENSECAT00000052899,ENSECAT00000052899.2,ENSG00000119321,FKBP15,86.0636,86.6284,1
ENSECAG00000017713,ENSECAG00000017713.3,ENSECAT00000042002,ENSECAT00000042002.2,ENSG00000119321,FKBP15,86.0636,86.6284,1
ENSECAG00000017713,ENSECAG00000017713.3,ENSECAT00000139848,ENSECAT00000139848.1,ENSG00000119321,FKBP15,86.0636,86.6284,1
ENSECAG00000017713,ENSECAG00000017713.3,ENSECAT00000126181,ENSECAT00000126181.1,ENSG00000119321,FKBP15,86.0636,86.6284,1
ENSECAG00000017772,ENSECAG00000017772.4,ENSECAT00000018891,ENSECAT00000018891.4,ENSG00000170310,STX8,77.2388,87.7119,1
ENSECAG00000017772,ENSECAG00000017772.4,ENSECAT00000072134,ENSECAT00000072134.2,ENSG00000170310,STX8,77.2388,87.7119,1
ENSECAG00000017772,ENSECAG00000017772.4,ENSECAT00000069268,ENSECAT00000069268.2,ENSG00000170310,STX8,77.2388,87.7119,1
ENSECAG00000017772,ENSECAG00000017772.4,ENSECAT00000101882,ENSECAT00000101882.1,ENSG00000170310,STX8,77.2388,87.7119,1
ENSECAG00000017772,ENSECAG00000017772.4,ENSECAT00000111156,ENSECAT00000111156.1,ENSG00000170310,STX8,77.2388,87.7119,1
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000076967,ENSECAT00000076967.2,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000066459,ENSECAT00000066459.2,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000015064,ENSECAT00000015064.4,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000038126,ENSECAT00000038126.3,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000035644,ENSECAT00000035644.3,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000063883,ENSECAT00000063883.3,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000014318,ENSECAG00000014318.4,ENSECAT00000030961,ENSECAT00000030961.3,ENSG00000126545,CSN1S1,13.5231,20.5405,0
ENSECAG00000016385,ENSECAG00000016385.3,ENSECAT00000017170,ENSECAT00000017170.3,ENSG00000175514,GPR152,77.3737,81.4894,1
ENSECAG00000016385,ENSECAG00000016385.3,ENSECAT00000083941,ENSECAT00000083941.1,ENSG00000175514,GPR152,77.3737,81.4894,1
ENSECAG00000016385,ENSECAG00000016385.3,ENSECAT00000135730,ENSECAT00000135730.1,ENSG00000175514,GPR152,77.3737,81.4894,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000094442,ENSECAT00000094442.1,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000079232,ENSECAT00000079232.1,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000040041,ENSECAT00000040041.3,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000016652,ENSECAT00000016652.3,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000050977,ENSECAT00000050977.3,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000112533,ENSECAT00000112533.1,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000015444,ENSECAG00000015444.4,ENSECAT00000093288,ENSECAT00000093288.1,ENSG00000160190,SLC37A1,90.6015,90.4315,1
ENSECAG00000012677,ENSECAG00000012677.4,ENSECAT00000040329,ENSECAT00000040329.3,ENSG00000104824,HNRNPL,99.6599,99.4907,1
ENSECAG00000012677,ENSECAG00000012677.4,ENSECAT00000041993,ENSECAT00000041993.2,ENSG00000104824,HNRNPL,99.6599,99.4907,1
ENSECAG00000012677,ENSECAG00000012677.4,ENSECAT00000013350,ENSECAT00000013350.3,ENSG00000104824,HNRNPL,99.6599,99.4907,1
ENSECAG00000002185,ENSECAG00000002185.3,ENSECAT00000002043,ENSECAT00000002043.3,ENSG00000224960,PPP4R3C,64.6907,60.3365,1
ENSECAG00000052126,ENSECAG00000052126.1,ENSECAT00000145811,ENSECAT00000145811.1,ENSG00000104221,BRF2,88.5986,89.0215,1
ENSECAG00000052126,ENSECAG00000052126.1,ENSECAT00000072312,ENSECAT00000072312.2,ENSG00000104221,BRF2,88.5986,89.0215,1
ENSECAG00000052126,ENSECAG00000052126.1,ENSECAT00000017862,ENSECAT00000017862.4,ENSG00000104221,BRF2,88.5986,89.0215,1
ENSECAG00000052126,ENSECAG00000052126.1,ENSECAT00000101769,ENSECAT00000101769.1,ENSG00000104221,BRF2,88.5986,89.0215,1
ENSECAG00000016002,ENSECAG00000016002.4,ENSECAT00000017032,ENSECAT00000017032.3,ENSG00000156804,FBXO32,92.0635,98.0282,1
ENSECAG00000016002,ENSECAG00000016002.4,ENSECAT00000074765,ENSECAT00000074765.2,ENSG00000156804,FBXO32,92.0635,98.0282,1
ENSECAG00000001177,ENSECAG00000001177.3,ENSECAT00000001020,ENSECAT00000001020.3,ENSG00000164850,GPER1,87.2973,86.1333,1
ENSECAG00000001177,ENSECAG00000001177.3,ENSECAT00000099837,ENSECAT00000099837.1,ENSG00000164850,GPER1,87.2973,86.1333,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000113541,ENSECAT00000113541.1,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000063871,ENSECAT00000063871.2,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000092758,ENSECAT00000092758.1,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000049175,ENSECAT00000049175.2,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000062022,ENSECAT00000062022.3,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000012966,ENSECAT00000012966.3,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000049638,ENSECAT00000049638.3,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000098612,ENSECAT00000098612.1,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000118879,ENSECAT00000118879.1,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000012393,ENSECAG00000012393.4,ENSECAT00000130532,ENSECAT00000130532.1,ENSG00000086062,B4GALT1,76.1062,86.4322,1
ENSECAG00000023529,ENSECAG00000023529.3,ENSECAT00000025190,ENSECAT00000025190.3,ENSG00000119608,PROX2,80.8219,49.8311,0
ENSECAG00000018814,ENSECAG00000018814.4,ENSECAT00000144316,ENSECAT00000144316.1,ENSG00000187244,BCAM,74.034,76.2739,1
ENSECAG00000018814,ENSECAG00000018814.4,ENSECAT00000020169,ENSECAT00000020169.4,ENSG00000187244,BCAM,74.034,76.2739,1
ENSECAG00000018814,ENSECAG00000018814.4,ENSECAT00000091688,ENSECAT00000091688.1,ENSG00000187244,BCAM,74.034,76.2739,1
ENSECAG00000018814,ENSECAG00000018814.4,ENSECAT00000109671,ENSECAT00000109671.1,ENSG00000187244,BCAM,74.034,76.2739,1
ENSECAG00000018814,ENSECAG00000018814.4,ENSECAT00000128703,ENSECAT00000128703.1,ENSG00000187244,BCAM,74.034,76.2739,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000004904,ENSECAT00000004904.4,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000134053,ENSECAT00000134053.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000079690,ENSECAT00000079690.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000093418,ENSECAT00000093418.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000144290,ENSECAT00000144290.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000096989,ENSECAT00000096989.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000109702,ENSECAT00000109702.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000107681,ENSECAT00000107681.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000144323,ENSECAT00000144323.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000004969,ENSECAG00000004969.4,ENSECAT00000112551,ENSECAT00000112551.1,ENSG00000119714,GPR68,93.6288,92.6027,1
ENSECAG00000012803,ENSECAG00000012803.3,ENSECAT00000013594,ENSECAT00000013594.3,ENSG00000113302,IL12B,85.4103,85.6707,1
ENSECAG00000040718,ENSECAG00000040718.1,ENSECAT00000070166,ENSECAT00000070166.1,ENSG00000232237,ASCL5,81.1828,73.301,1
ENSECAG00000028130,ENSECAG00000028130.3,ENSECAT00000059560,ENSECAT00000059560.3,ENSG00000189023,MAGEB16,53.4118,70.0617,0
ENSECAG00000028130,ENSECAG00000028130.3,ENSECAT00000057473,ENSECAT00000057473.3,ENSG00000189023,MAGEB16,53.4118,70.0617,0
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000034165,ENSECAT00000034165.3,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000084671,ENSECAT00000084671.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000145860,ENSECAT00000145860.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000127582,ENSECAT00000127582.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000102053,ENSECAT00000102053.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000082638,ENSECAT00000082638.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000123944,ENSECAT00000123944.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000093193,ENSECAT00000093193.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000019024,ENSECAG00000019024.4,ENSECAT00000081804,ENSECAT00000081804.1,ENSG00000165669,FAM204A,57.4405,82.8326,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000124144,ENSECAT00000124144.1,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000067489,ENSECAT00000067489.2,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000007316,ENSECAT00000007316.4,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000070363,ENSECAT00000070363.2,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000078233,ENSECAT00000078233.2,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000071513,ENSECAT00000071513.2,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000006800,ENSECAG00000006800.4,ENSECAT00000108712,ENSECAT00000108712.1,ENSG00000196998,WDR45,84.9604,89.4444,1
ENSECAG00000036437,ENSECAG00000036437.3,ENSECAT00000058194,ENSECAT00000058194.3,ENSG00000104164,BLOC1S6,85.6322,86.6279,0
ENSECAG00000012483,ENSECAG00000012483.4,ENSECAT00000073731,ENSECAT00000073731.2,ENSG00000158109,TPRG1L,92.3358,93.0147,1
ENSECAG00000012483,ENSECAG00000012483.4,ENSECAT00000013098,ENSECAT00000013098.3,ENSG00000158109,TPRG1L,92.3358,93.0147,1
ENSECAG00000012483,ENSECAG00000012483.4,ENSECAT00000147667,ENSECAT00000147667.1,ENSG00000158109,TPRG1L,92.3358,93.0147,1
ENSECAG00000012483,ENSECAG00000012483.4,ENSECAT00000120287,ENSECAT00000120287.1,ENSG00000158109,TPRG1L,92.3358,93.0147,1
ENSECAG00000038808,ENSECAG00000038808.3,ENSECAT00000114366,ENSECAT00000114366.1,ENSG00000080572,DNAAF6,60.0806,69.6262,1
ENSECAG00000038808,ENSECAG00000038808.3,ENSECAT00000095025,ENSECAT00000095025.1,ENSG00000080572,DNAAF6,60.0806,69.6262,1
ENSECAG00000038808,ENSECAG00000038808.3,ENSECAT00000131135,ENSECAT00000131135.1,ENSG00000080572,DNAAF6,60.0806,69.6262,1
ENSECAG00000038808,ENSECAG00000038808.3,ENSECAT00000057192,ENSECAT00000057192.3,ENSG00000080572,DNAAF6,60.0806,69.6262,1
ENSECAG00000036562,ENSECAG00000036562.2,ENSECAT00000064771,ENSECAT00000064771.2,ENSG00000126432,PRDX5,63.2911,46.729,0
ENSECAG00000001625,ENSECAG00000001625.5,ENSECAT00000095548,ENSECAT00000095548.1,ENSG00000196378,ZNF34,73.3333,83.6735,1
ENSECAG00000001625,ENSECAG00000001625.5,ENSECAT00000028981,ENSECAT00000028981.4,ENSG00000196378,ZNF34,73.3333,83.6735,1
ENSECAG00000017427,ENSECAG00000017427.3,ENSECAT00000018362,ENSECAT00000018362.3,ENSG00000125879,OTOR,81.6176,86.7188,1
ENSECAG00000041218,ENSECAG00000041218.2,ENSECAT00000071029,ENSECAT00000071029.2,ENSG00000147145,LPAR4,96.4865,96.4865,1
ENSECAG00000041218,ENSECAG00000041218.2,ENSECAT00000093109,ENSECAT00000093109.1,ENSG00000147145,LPAR4,96.4865,96.4865,1
ENSECAG00000041218,ENSECAG00000041218.2,ENSECAT00000082797,ENSECAT00000082797.1,ENSG00000147145,LPAR4,96.4865,96.4865,1
ENSECAG00000038427,ENSECAG00000038427.3,ENSECAT00000099954,ENSECAT00000099954.1,ENSG00000100302,RASD2,42.7938,72.5564,0
ENSECAG00000038427,ENSECAG00000038427.3,ENSECAT00000059948,ENSECAT00000059948.3,ENSG00000100302,RASD2,42.7938,72.5564,0
