"external_gene_name","hsapiens_homolog_associated_gene_name"
"","EIF3J"
"","MUCL3"
"CRIP3","CRIP3"
"PIK3R5","PIK3R5"
"ACAD8","ACAD8"
"STK38L","STK38L"
"TNNT2","TNNT2"
"ZNF280C","ZNF280C"
"","SH3BGRL"
"EGLN2","EGLN2"
"GLCCI1","GLCCI1"
"PPP1CA","PPP1CA"
"TAF10","TAF10"
"AFMID","AFMID"
"RNF123","RNF123"
"OR4Q3","OR4Q3"
"","RPS12"
"GATAD2A","GATAD2A"
"IFN-OMEGA2","IFNW1"
"FAM83A","FAM83A"
"SMIM27","SMIM27"
"DNAJC2","DNAJC2"
"TIMP1","TIMP1"
"TRIM26","TRIM26"
"SSH2","SSH2"
"COMMD5","COMMD5"
"MCM5","MCM5"
"URI1","URI1"
"TLN1","TLN1"
"SCEL","SCEL"
"CYP2F1","CYP2F1"
"TMEM215","TMEM215"
"KRT79","KRT79"
"ACAD10","ACAD10"
"DYNC2I1","DYNC2I1"
"TULP4","TULP4"
"APTX","APTX"
"ARFIP2","ARFIP2"
"C8orf76","C8orf76"
"ABCG1","ABCG1"
"ZNF318","ZNF318"
"","SLC2A7"
"OR4F17","OR4F4"
"OR4F17","OR4F17"
"OR4F17","OR4F5"
"YLPM1","YLPM1"
"PTTG1","PTTG2"
"PTTG1","PTTG1"
"CNKSR2","CNKSR2"
"U6","RNU6-966P"
"","THOC5"
"STK38","STK38"
"ATP6AP2","ATP6AP2"
"ZNF7","ZNF7"
"","OR4F15"
"GPRIN3","GPRIN3"
"eca-mir-9147",""
"SLU7","SLU7"
"AJAP1","AJAP1"
"eca-mir-9145",""
"OR11G2G",""
"eca-mir-9144",""
"GPR107","GPR107"
"GPR45","GPR45"
"LAD1","LAD1"
"SMYD3","SMYD3"
"SEC23IP","SEC23IP"
"JAM3","JAM3"
"OR4H12",""
"ST6GAL2","ST6GAL2"
"RTL3","RTL3"
"MEX3C","MEX3C"
"EDA","EDA"
"EAF1","EAF1"
"LMAN1","LMAN1"
"","CYP2A6"
"","CYP2A13"
"","CYP2A7"
"FLCN","FLCN"
"PABIR1","PABIR1"
"GTF2H5","GTF2H5"
"MRPL14","MRPL14"
"TK1","TK1"
"RIPPLY1","RIPPLY1"
"CARNS1","CARNS1"
"","PFN1"
"ATP6V1E2","ATP6V1E2"
"HSP90AA1","HSP90AA1"
"AMTN","AMTN"
"IL1RL2","IL1RL2"
"SERAC1","SERAC1"
"FAM200C","FAM200C"
"SNX19","SNX19"
"ZFP37",""
"ZHX1","ZHX1"
"CLDN2","CLDN2"
"ICA1","ICA1"
"eca-mir-9152",""
"CHRNB1","CHRNB1"
"TMEM247","TMEM247"
"IMPG1","IMPG1"
"GET4","GET4"
"TIGD2","TIGD2"
"H6PD","H6PD"
"RAPGEF4","RAPGEF4"
"OSTC","OSTC"
"TFF3","TFF3"
"eca-mir-9148",""
"","CYP4F3"
"TFF2","TFF2"
"PLD6",""
"SYNGR2","SYNGR2"
"URB2","URB2"
"SFXN5","SFXN5"
"PTPRD","PTPRD"
"CPNE8","CPNE8"
"SENP3","SENP3"
"TIMM10B","TIMM10B"
"EPAS1","EPAS1"
"TMC8","TMC8"
"MPRIP","MPRIP"
"EIF4EBP1","EIF4EBP1"
"TFF1","TFF1"
"GABRD","GABRD"
"ADAP1","ADAP1"
"","SSX4"
"","SSX1"
"","SSX2"
"","SSX2B"
"","SSX5"
"","SSX7"
"","SSX3"
"","SSX4B"
"CYP2A13","CYP2A6"
"CYP2A13","CYP2A13"
"CYP2A13","CYP2A7"
"TMPRSS3","TMPRSS3"
"SPEF2","SPEF2"
"OR11H5",""
"METTL6","METTL6"
"ZNF630","ZNF630"
"TNNI1","TNNI1"
"FAM13A","FAM13A"
"RBM41","RBM41"
"TNFSF12","TNFSF12"
"C11H17orf99","C17orf99"
"SRSF3",""
"ZNF536","ZNF536"
"","SENP2"
"TP73","TP73"
"TMC6","TMC6"
"WDR20","WDR20"
"AWAT2","AWAT2"
"MRPS5","MRPS5"
"RIPPLY2","RIPPLY2"
"CCNJL","CCNJL"
"DNAH2","DNAH2"
"TAF5L","TAF5L"
"NTAQ1","NTAQ1"
"EMX2","EMX2"
"DGKK","DGKK"
"DNHD1","DNHD1"
"FOXN2","FOXN2"
"KIZ","KIZ"
"SLC25A14","SLC25A14"
"CYB5R4","CYB5R4"
"TMEM63B","TMEM63B"
"EFNB1","EFNB1"
"CDK16","CDK16"
"RPS6KA5","RPS6KA5"
"ITPR3","ITPR3"
"CSN2","CSN2"
"KLHL34","KLHL34"
"ARHGAP11A","ARHGAP11A"
"ARHGAP11A","ARHGAP11B"
"FBXO11","FBXO11"
"CAPN7","CAPN7"
"","PVR"
"UBASH3A","UBASH3A"
"ADRB3","ADRB3"
"CCBE1","CCBE1"
"RBMX2","RBMX2"
"PDZD8","PDZD8"
"SMU1","SMU1"
"CEACAM19","CEACAM19"
"SMPX","SMPX"
"NCS1","NCS1"
"MXD1","MXD1"
"IL1R1","IL1R1"
"PWWP2A","PWWP2A"
"CNTN1","CNTN1"
"TFB2M","TFB2M"
"PJA1","PJA1"
"ABCB10","ABCB10"
"GOT1L1","GOT1L1"
"SLC31A2","SLC31A2"
"ATAD2","ATAD2"
"SUGP2","SUGP2"
"GMCL1","GMCL2"
"GMCL1","GMCL1"
"RPL34","RPL34"
"TTC1","TTC1"
"CYP2W1","CYP2W1"
"FSIP2L",""
"CCDC120","CCDC120"
"NCAPD3","NCAPD3"
"RSPH1","RSPH1"
"AMBN","AMBN"
"MBTPS2","YY2"
"CXCR3","CXCR3"
"HMCN2","HMCN2"
"LGALS4","LGALS4"
"TNRC6C","TNRC6C"
"PHLDA3","PHLDA3"
"SCG5","SCG5"
"ZFAND2A","ZFAND2A"
"SYNJ2","SYNJ2"
"SLC26A5","SLC26A5"
"SLC18A2","SLC18A2"
"CTNNB1","CTNNB1"
"WRAP73","WRAP73"
"ANKRD23","ANKRD23"
"NTN1","NTN1"
"CNST",""
"UBE3C","UBE3C"
"CEACAM16","CEACAM16"
"RAB11FIP1","RAB11FIP1"
"NUP133","NUP133"
"P2RY10","P2RY10"
"PAPSS1","PAPSS1"
"USP11","USP11"
"GPR146",""
"MOK","MOK"
"CNNM4","CNNM4"
"CSRP1","CSRP1"
"RPS6KB2","RPS6KB2"
"GTF3C1","GTF3C1"
"RPP21","RPP21"
"","TRBV6-1"
"","TRBV6-6"
"","TRBV6-7"
"","TRBV6-4"
"","TRBV6-5"
"","TRBV6-8"
"","TRBV6-2"
"RPL8","RPL8"
"GREM1","GREM1"
"ACRV1","ACRV1"
"BCL3","BCL3"
"NUP62CL","NUP62CL"
"ENOX2","ENOX2"
"ENAH","ENAH"
"SMYD1","SMYD1"
"","TRBV15"
"GNL1","GNL1"
"ECH1","ECH1"
"ADRA1B","ADRA1B"
"EIF3D","EIF3D"
"ARMC6","ARMC6"
"","TRBC2"
"","TRBC1"
"WDR7","WDR7"
"FEZ1","FEZ1"
"LMAN2L","LMAN2L"
"ATXN2","ATXN2"
"GJD2","GJD2"
"FKBP15","FKBP15"
"STX8","STX8"
"DDX53",""
"CSN1S1","CSN1S1"
"GPR152","GPR152"
"SLC37A1","SLC37A1"
"HNRNPL","HNRNPL"
"PPP4R3C","PPP4R3C"
"BRF2","BRF2"
"FBXO32","FBXO32"
"GPER1","GPER1"
"B4GALT1","B4GALT1"
"","PROX2"
"BCAM","BCAM"
"GPR68","GPR68"
"IL12B","IL12B"
"ASCL5","ASCL5"
"MAGEB16","MAGEB16"
"FAM204A","FAM204A"
"WDR45","WDR45"
"TPRG1L","TPRG1L"
"DNAAF6","DNAAF6"
"","PRDX5"
"ZNF34","ZNF34"
"OTOR","OTOR"
"LPAR4","LPAR4"
"RASD2","RASD2"
"RRP8","RRP8"
"DLST","DLST"
"","RSPH10B2"
"","RSPH10B"
"PTPRCAP","PTPRCAP"
"KLHL38","KLHL38"
"UBLCP1","UBLCP1"
"PRR3","PRR3"
"NCAPH","NCAPH"
"CORO1B","CORO1B"
"TEP1","TEP1"
"ANXA13","ANXA13"
"ZNF157","ZNF157"
"","MACROD2"
"AR","AR"
"CABP4","CABP4"
"","C17orf78"
"SOWAHC","SOWAHC"
"ZNF250","ZNF250"
"TENT5A","TENT5A"
"ADGRA2","ADGRA2"
"ZNF41","ZNF41"
"ABHD5","ABHD5"
"SLC2A13","SLC2A13"
"","CCDC88C"
"MEGF6","MEGF6"
"VWDE","VWDE"
"SEPTIN10","SEPTIN10"
"SLC25A17","SLC25A17"
"MAG","MAG"
"CFAP52","CFAP52"
"PPP4R3B","PPP4R3B"
"TMEM134","TMEM134"
"TADA2A","TADA2A"
"DYNLL1",""
"EI24","EI24"
"C20H6orf15","C6orf15"
"","MAGEB2"
"PPP4R3A","PPP4R3A"
"UGT8","UGT8"
"MAGEB3","MAGEB3"
"FLRT3","FLRT3"
"FUNDC1","FUNDC1"
"IBTK","IBTK"
"EXT1","EXT1"
"USP43","USP43"
"PDZRN4","PDZRN4"
"ZMYM3","ZMYM3"
"C10H19orf12","C19orf12"
"RNF145","RNF145"
"YY1","YY1"
"CSTF2","CSTF2"
"TNFAIP1","TNFAIP1"
"THYN1","THYN1"
"CBLC","CBLC"
"SLC29A1","SLC29A1"
"NR0B1","NR0B1"
"KDM6A","KDM6A"
"SLC25A42","SLC25A42"
"ATPAF2","ATPAF2"
"AIP","AIP"
"PSMD8","PSMD8"
"IRF2BP2","IRF2BP2"
"DKK2","DKK2"
"SLC25A29","SLC25A29"
"CATSPERB","CATSPERB"
"RELN","RELN"
"CFAP61","CFAP61"
"TMEM47","TMEM47"
"PLPBP","PLPBP"
"SPINK4","SPINK4"
"SPRED3","SPRED3"
"CAPN11","CAPN11"
"XPNPEP3","XPNPEP3"
"AIMP1","AIMP1"
"CCSER1","CCSER1"
"MSH6","MSH6"
"TASL","TASL"
"ZP4","ZP4"
"eca-mir-761","MIR761"
"OPCML","OPCML"
"OR2M20","OR2M3"
"OR2M20","OR2M7"
"OR2M20","OR2M2"
"OR2M20","OR2M5"
"EIF2AK1","EIF2AK1"
"","AGBL4"
"SAMD12","SAMD12"
"FRMD1","FRMD1"
"EQUCABV1R910",""
"SMCO2","SMCO2"
"BAG1","BAG1"
"PRAF2","PRAF2"
"DUSP14","DUSP14"
"EQUCABV1R911",""
"ANO10","ANO10"
"OR2M22","OR2M3"
"OR2M22","OR2M7"
"OR2M22","OR2M2"
"OR2M22","OR2M5"
"GGN","GGN"
"ZNF252",""
"AMOTL2","AMOTL2"
"RPS6KL1","RPS6KL1"
"SLC25A47","SLC25A47"
"OR2M21","OR2M3"
"OR2M21","OR2M7"
"OR2M21","OR2M2"
"OR2M21","OR2M5"
"SLC38A5","SLC38A5"
"PITPNM1","PITPNM1"
"OR2M17","OR2M3"
"OR2M17","OR2M7"
"OR2M17","OR2M2"
"OR2M17","OR2M5"
"DNAJB7","DNAJB7"
"KCNK18","KCNK18"
"EBF1","EBF1"
"C7orf78","C7orf78"
"STT3A","STT3A"
"OR2M19","OR2M3"
"OR2M19","OR2M7"
"OR2M19","OR2M2"
"OR2M19","OR2M5"
"","RPL6"
"OR10AC1",""
"ERLIN2","ERLIN2"
"ANKRD61","ANKRD61"
"PDE9A","PDE9A"
"PGF","PGF"
"GK",""
"TPP1","TPP1"
"ARHGAP36","ARHGAP36"
"KIF25","KIF25"
"CHMP5","CHMP5"
"DPY19L3","DPY19L3"
"AKT3","AKT3"
"FAM89A","FAM89A"
"CYP4F126P","CYP4F3"
"VAX1","VAX1"
"U6","RNU6-841P"
"eca-mir-9070",""
"MGAT4A","MGAT4A"
"LDAH","LDAH"
"AIMP2","AIMP2"
"EIF2B2","EIF2B2"
"OR2W6",""
"CRNKL1","CRNKL1"
"eca-mir-9078",""
"UTP15","UTP15"
"IL21R","IL21R"
"TXN2","TXN2"
"ACTA1",""
"NECTIN2","NECTIN2"
"MST1","MST1"
"NFX1","NFX1"
"eca-mir-95",""
"CHRM3","CHRM3"
"","TCAF2C"
"","TCAF2"
"CREB3","CREB3"
"eca-mir-9077",""
"LRRK2","LRRK2"
"ACAA2","ACAA2"
"OR2B6","OR2B6"
"C9H8orf33","C8orf33"
"eca-mir-9071",""
"SYNRG","SYNRG"
"GID4","GID4"
"JPT1","NT5C"
"SCIN","SCIN"
"TNFRSF11B","TNFRSF11B"
"SH3RF3","SH3RF3"
"PQBP1","PQBP1"
"OR2W4",""
"SLBP","SLBP"
"CCDC172","CCDC172"
"ITGB1BP2","ITGB1BP2"
"CCSAP","CCSAP"
"ZNF703","ZNF703"
"LRFN5","LRFN5"
"OR2W2",""
"COLEC10","COLEC10"
"DRC3","DRC3"
"ANKRA2","ANKRA2"
"MLH3","MLH3"
"OR2B7",""
"RAB4A","RAB4A"
"DIPK2B","DIPK2B"
"PMS2","PMS2"
"FOXRED2","FOXRED2"
"OR5D18P",""
"IL4R","IL4R"
"TBCK","TBCK"
"CYP1B1","CYP1B1"
"GBA2","GBA2"
"MYO5B","MYO5B"
"OR2B8G",""
"KRI1","KRI1"
"OR2H1E",""
"AFDN","AFDN"
"OR2H1F","OR2H1"
"DRP2","DRP2"
"BTC","BTC"
"RMDN2","RMDN2"
"OR2H1","OR2H1"
"GFRA1","GFRA1"
"FAM91A1","FAM91A1"
"TIMM17B","TIMM17B"
"FXN","FXN"
"TOM1L2","TOM1L2"
"CEP63","CEP63"
"MMRN1","MMRN1"
"WDR25","WDR25"
"TC2N","TC2N"
"OR7A188",""
"UNC13D","UNC13D"
"PIM2","PIM2"
"VCAN","VCAN"
"RP2","RP2"
"BRMS1L","BRMS1L"
"EDAR","EDAR"
"HS6ST2","HS6ST2"
"ILK","ILK"
"OR2B28",""
"ETV1","ETV1"
"PDCD5","PDCD5"
"NPFFR2","NPFFR2"
"MPST","MPST"
"LYAR","LYAR"
"SLC1A6","SLC1A6"
"TOMM40","TOMM40"
"NONO","NONO"
"OR2AD1D",""
"HSP90AB1","HSP90AB1"
"TPBG","TPBG"
"TCAF1","TCAF1"
"ACTC1","ACTC1"
"OR2N1",""
"U6","RNU6-570P"
"","SMARCA2"
"OTUD5","OTUD5"
"U6","RNU6-456P"
"GC","GC"
"NAA20","NAA20"
"eca-mir-8916",""
"RHOU","RHOU"
"SNCA","SNCA"
"OR10AL46",""
"SNRK","SNRK"
"RGP1","RGP1"
"RGN","RGN"
"eca-mir-1291b",""
"DNAJB6","DNAJB6"
"ATG4D","ATG4D"
"SPTSSA","SPTSSA"
"UBE3D","UBE3D"
"NSMCE1","NSMCE1"
"OR2G26",""
"TUBB2B","TUBB2B"
"NFKBIE","NFKBIE"
"ANKRD27","ANKRD27"
"","CCZ1"
"","CCZ1B"
"ZBTB49",""
"NID1","NID1"
"EAPP","EAPP"
"OR2G1",""
"TST","TST"
"CDK2AP2","CDK2AP2"
"GASK1A","GASK1A"
"VLDLR","VLDLR"
"BSN","BSN"
"MAGIX","MAGIX"
"TCTE1","TCTE1"
"GAK",""
"","MUC7"
"OR14J1","OR14J1"
"RIN2","RIN2"
"TTC5","TTC5"
"OR11W2",""
"NOX1","NOX1"
"CABP2","CABP2"
"GPC4","GPC4"
"PDE1A","PDE1A"
"WDR4","WDR4"
"KCTD17","KCTD17"
"OR14J14",""
"JADE3","JADE3"
"TLE3","TLE3"
"OR1O9",""
"SLC35B2","SLC35B2"
"GABRB2","GABRB2"
"OR1O8",""
"CSN3","CSN3"
"OCM","OCM2"
"OCM","OCM"
"APOE","APOE"
"AQP7","AQP7B"
"AQP7","AQP7"
"OR12D2J",""
"GDF7","GDF7"
"TMEM151B","TMEM151B"
"ZNF22","ZNF22"
"APOC4","APOC4"
"KCNJ1","KCNJ1"
"","ZNF713"
"NDUFV3","NDUFV3"
"CNTNAP2","CNTNAP2"
"GPR33","GPR33"
"POMGNT2","POMGNT2"
"SDCCAG8","SDCCAG8"
"CFAP36","CFAP36"
"OR12D2K",""
"LRP1B","LRP1B"
"TSPAN5","TSPAN5"
"TMEM8B","TMEM8B"
"OR14J13",""
"ATRNL1","ATRNL1"
"HS1BP3","HS1BP3"
"DCHS1","DCHS1"
"SRBD1","SRBD1"
"XKRX","XKRX"
"FDCSP","FDCSP"
"APOC2",""
"GPC3","GPC3"
"LMTK2","LMTK2"
"GPKOW","GPKOW"
"NDUFB11","NDUFB11"
"AARS2","AARS2"
"C3H4orf36","C4orf36"
"OR12D2L",""
"ARHGEF16","ARHGEF16"
"RIPK3","RIPK3"
"CLPTM1","CLPTM1"
"SLC31A1","SLC31A1"
"DGKB","DGKB"
"ODAM","ODAM"
"SLC10A6","SLC10A6"
"WBP2","WBP2"
"CCDC105","TEKTL1"
"KCNJ5","KCNJ5"
"SLC24A3","SLC24A3"
"PKNOX1","PKNOX1"
"U2","RNU2-14P"
"CDKN2D","CDKN2D"
"MIGA2","MIGA2"
"RBM10","RBM10"
"U6","RNU6-1271P"
"DEPP1","DEPP1"
"TMEM45B","TMEM45B"
"DDX52","DDX52"
"S1PR5","S1PR5"
"WARS1","WARS1"
"ASB11","ASB11"
"UNK","UNK"
"CDC26","CDC26"
"MRAP2","MRAP2"
"OR2L5MP",""
"CCDC138","CCDC138"
"ARL13A","ARL13A"
"PLAA","PLAA"
"TMEM72","TMEM72"
"PRICKLE3","PRICKLE3"
"PTPN13","PTPN13"
"CCR2","CCR2"
"ALDH3B2","ALDH3B2"
"PRDM16","PRDM16"
"SREBF1","SREBF1"
"APEH","APEH"
"RCAN2","RCAN2"
"RHOG2",""
"","OR2T33"
"","OR2T12"
"","OR2T8"
"CYC1","CYC1"
"CASP14","CASP14"
"TTC32","TTC32"
"GPR31","GPR31"
"","OR2W3"
"ZFYVE28",""
"BCORL1","BCORL1"
"MEIS2","MEIS2"
"ZC2HC1C","ZC2HC1C"
"CCRL2","CCRL2"
"FER1L6","FER1L6"
"NFRKB","NFRKB"
"THUMPD2","THUMPD2"
"KEAP1","KEAP1"
"C15H2orf74","C2orf74"
"UNC93B1","UNC93B1"
"KCNV2","KCNV2"
"KDM8","KDM8"
"NPR2","NPR2"
"","CPHXL2"
"","CPHXL"
"TRMT2B","TRMT2B"
"SH2B3","SH2B3"
"TSKS","TSKS"
"MRPL17","MRPL17"
"CEP162","CEP162"
"CPNE6","CPNE6"
"PRPF4","PRPF4"
"OSR1","OSR1"
"SNX6","SNX6"
"","CBS"
"BRD3","BRD3"
"SYDE1","SYDE1"
"KCNH2","KCNH2"
"SYP","SYP"
"SHARPIN","SHARPIN"
"RFX3","RFX3"
"OR2AG2","OR2AG1"
"OR2AG2","OR2AG2"
"XRCC4","XRCC4"
"RAP1GDS1","RAP1GDS1"
"OR2AG24",""
"TMPRSS6","TMPRSS6"
"HNF1B","HNF1B"
"AP2A1","AP2A1"
"CCR5","CCR5"
"NUDT19","NUDT19"
"TMEM201","TMEM201"
"NDUFS8","NDUFS8"
"CCR3","CCR3"
"SLC7A9","SLC7A9"
"CCDC22","CCDC22"
"PEX13",""
"PDE4A","PDE4A"
"EIF3C","EIF3C"
"EIF3C","EIF3CL"
"ANXA11","ANXA11"
"CCR1","CCR1"
"TMEM167A","TMEM167A"
"CYP39A1","CYP39A1"
"WDR97","WDR97"
"BCOR","BCOR"
"OR2A80P",""
"MAGEB18","MAGEB18"
"TAF1","TAF1"
"TAF1","TAF1L"
"NT5C1B","NT5C1B"
"IGSF1","IGSF1"
"TCIRG1","TCIRG1"
"NEK9","NEK9"
"FUZ","FUZ"
"TMEM178A","TMEM178A"
"OR4D1","OR4D1"
"TECPR1","TECPR1"
"PHETA1","PHETA1"
"XCR1","XCR1"
"SMAD3","SMAD3"
"","COQ8B"
"OR4D2H","OR4D2"
"OR10A5K","OR10A5"
"OR10A5K","OR10A2"
"","MAGEB6B"
"","MAGEB6"
"SNORA21","SNORA21"
"RNF183","RNF183"
"","OR2A2"
"GALK1","GALK1"
"ILVBL","ILVBL"
"FXYD3","FXYD3"
"PUS10","PUS10"
"CRPPA","CRPPA"
"TMEM35A","TMEM35A"
"MAP4K3","MAP4K3"
"","OR2D3"
"OR2A75",""
"SNORD124","SNORD124"
"EXOSC10","EXOSC10"
"MUSK","MUSK"
"FYCO1","FYCO1"
"ITGB4","ITGB4"
"OR2D2","OR2D2"
"CEP170","CEP170"
"RHCG","RHCG"
"eca-mir-196a","MIR196A1"
"CENPI","CENPI"
"ARHGEF5","ARHGEF5"
"ATXN2L","ATXN2L"
"COL6A5","COL6A5"
"RAI1","RAI1"
"eca-mir-9103",""
"HGH1","HGH1"
"EPHA5","EPHA5"
"ERO1B","ERO1B"
"eca-mir-10a","MIR10A"
"RDH14","RDH14"
"ZNF215","ZNF215"
"KLHL18","KLHL18"
"GSDMB","GSDMB"
"IFT74","IFT74"
"BEGAIN","BEGAIN"
"RALGAPA2","RALGAPA2"
"LGI4","LGI4"
"WDR5","WDR5"
"KCNS3","KCNS3"
"NRL","NRL"
"TAB3","TAB3"
"CUX2","CUX2"
"SNORA30B","SNORA30B"
"LARP6","LARP6"
"ATP6AP1L",""
"SV2B","SV2B"
"SCARNA8","SCARNA8"
"SPAG8","SPAG8"
"ZNF214","ZNF214"
"ALDH3B1",""
"SNORA24","SNORA24"
"MIR491","MIR491"
"NOS3","NOS3"
"ETV3L","ETV3L"
"eca-mir-147b","MIR147B"
"eca-mir-31","MIR31"
"PCK2","PCK2"
"CDIN1","CDIN1"
"","ADAMTSL1"
"BBS7","BBS7"
"FXYD7","FXYD7"
"TMEM254","TMEM254"
"IP6K3","IP6K3"
"HINT2","HINT2"
"MAF1","MAF1"
"REL","REL"
"RGS4","RGS4"
"PTOV1","PTOV1"
"BSPRY","BSPRY"
"NT5E","NT5E"
"VAMP2","VAMP2"
"CACNG2","CACNG2"
"TMED10","TMED10"
"PIP4K2B","PIP4K2B"
"DNAJC10","DNAJC10"
"OR13C35P",""
"NOBOX","NOBOX"
"LARP7","LARP7"
"LEMD2","LEMD2"
"PRDM10","PRDM10"
"ORC5","ORC5"
"ZNF32","ZNF32"
"SMARCC1","SMARCC1"
"SNX14","SNX14"
"FCRLB","FCRLB"
"SLC25A27","SLC25A27"
"STPG2","STPG2"
"TM9SF5",""
"HDHD3","HDHD3"
"UACA","UACA"
"NLRP14","NLRP14"
"RTL1","RTL1"
"CACNA1F","CACNA1F"
"GLIS3","GLIS3"
"IFT27","IFT27"
"RECK","RECK"
"RANBP2","RANBP2"
"TSSK5",""
"RXRA","RXRA"
"ST8SIA2","ST8SIA2"
"RPS23","RPS23"
"JDP2","JDP2"
"PLVAP","PLVAP"
"CYRIA","CYRIA"
"UNC5C","UNC5C"
"TPK1","TPK1"
"AKT1S1","AKT1S1"
"BRI3","BRI3"
"","ZNF485"
"MAGEB5","MAGEB5"
"SYT10","SYT10"
"PRRG1","PRRG1"
"TMEM65","TMEM65"
"","CALM2"
"SNORD72","SNORD72"
"PER1","PER1"
"CDC37","CDC37"
"MYL2","MYL2"
"PCTP","PCTP"
"DHRS2","DHRS2"
"FRMPD3","FRMPD3"
"PLD5","PLD5"
"ZNF239","ZNF239"
"CXCR6","CXCR6"
"FXYD5","FXYD5"
"CDK5",""
"S100A4","S100A4"
"SRM","SRM"
"CCR9","CCR9"
"NME1","NME1"
"TDRD6","TDRD6"
"S100A3","S100A3"
"MROH1","MROH1"
"SLC1A1","SLC1A1"
"CFAP47",""
"GPR101","GPR101"
"RGS3","RGS3"
"PAPOLG","PAPOLG"
"U2AF1","U2AF1"
"HAMP","HAMP"
"CHKA","CHKA"
"MLN","MLN"
"ZIC3","ZIC3"
"LZTFL1","LZTFL1"
"PNKP","PNKP"
"UHMK1","UHMK1"
"CCDC194","CCDC194"
"BAG5","BAG5"
"BAIAP2L1","BAIAP2L1"
"PLA2G7","PLA2G7"
"DNAJC11","DNAJC11"
"ABHD2","ABHD2"
"GGNBP1",""
"SOSTDC1","SOSTDC1"
"AREG","AREG"
"LANCL3","LANCL3"
"RBMXL2","RBMXL2"
"RBMXL2","RBMXL3"
"LRP3","LRP3"
"CCDC63","CCDC63"
"ATG10","ATG10"
"GPR137B","GPR137B"
"BST2","BST2"
"GCNA","GCNA"
"DCAF11","DCAF11"
"XK","XK"
"CFL2","CFL2"
"DCAF12L2","DCAF12L2"
"COL18A1","COL18A1"
"BORCS6","BORCS6"
"LRRC72","LRRC72"
"SLC6A20","SLC6A20"
"","RNF113B"
"","RNF113A"
"FOXP3","FOXP3"
"COA8","COA8"
"TRIM34","TRIM34"
"EREG","EREG"
"TMEM107","TMEM107"
"","FLVCR2"
"CYBB","CYBB"
"RPL3","RPL3"
"KRT38",""
"TARBP1","TARBP1"
"RNF139","RNF139"
"PRR32","PRR32"
"BAK1","BAK1"
"SLC7A10","SLC7A10"
"ANKRD66","ANKRD66"
"UBQLN3","UBQLN3"
"","PLEKHB2"
"HCAR2","HCAR2"
"HCAR2","HCAR3"
"SPATA6L","SPATA6L"
"ANKMY2","ANKMY2"
"BAZ1A","BAZ1A"
"HPRT1","HPRT1"
"HCAR1","HCAR1"
"CDKL4","CDKL4"
"MEP1A","MEP1A"
"SAP30BP","SAP30BP"
"RAVER1","RAVER1"
"AURKB","AURKB"
"GLIPR2","GLIPR2"
"UBQLNL","UBQLNL"
"SLCO3A1","SLCO3A1"
"COL6A6","COL6A6"
"HNRNPF","HNRNPF"
"XRCC3","XRCC3"
"MVB12A","MVB12A"
"MIP-2BETA","CXCL3"
"MYCN","MYCN"
"SSBP2","SSBP2"
"","ALG10"
"","ALG10B"
"DPH6","DPH6"
"OGT","OGT"
"KRT39","KRT32"
"OR52H19",""
"CLDN15","CLDN15"
"TATDN1","TATDN1"
"ZGRF1","ZGRF1"
"GRAMD1A","GRAMD1A"
"CTC1","CTC1"
"TRIM6","TRIM6"
"SACM1L","SACM1L"
"","TDRD10"
"PTGDS","PTGDS"
"COL11A2","COL11A2"
"PLOD3","PLOD3"
"DYNLT3","DYNLT3"
"TUFM","TUFM"
"RECQL5","RECQL5"
"KMT5B","KMT5B"
"MFSD2B","MFSD2B"
"BAIAP2L2","BAIAP2L2"
"PRKD1","PRKD1"
"KIF21A","KIF21A"
"U6","RNU6-1037P"
"KRT42","KRT17"
"TBC1D17","TBC1D17"
"eca-mir-107a","MIR103A1"
"SYTL5","SYTL5"
"ATG9B","ATG9B"
"ZFYVE21","ZFYVE21"
"eca-mir-146a",""
"TRUB1","TRUB1"
"CLTA","CLTA"
"eca-mir-218-2","MIR218-2"
"","LCNL1"
"BZW2","BZW2"
"IGDCC3","IGDCC3"
"eca-mir-9155",""
"PIP","PIP"
"THAP3","THAP3"
"","PBX4"
"","DYNLRB1"
"","FXYD4"
"SLC19A1","SLC19A1"
"SHE","SHE"
"FRZB","FRZB"
"ZGLP1","ZGLP1"
"ZNHIT1","ZNHIT1"
"MBD1","MBD1"
"PPP1R3F","PPP1R3F"
"PLPP6","PLPP6"
"PABIR2","PABIR2"
"ASS1","ASS1"
"EPGN",""
"PRPS2","PRPS1L1"
"BMPR1B","BMPR1B"
"LPAR2","LPAR2"
"ADGRF5","ADGRF5"
"NUF2","NUF2"
"LIMD1","LIMD1"
"CDC37L1","CDC37L1"
"LRRC19","LRRC19"
"BATF","BATF"
"OR13C7O",""
"VCL","VCL"
"TYK2","TYK2"
"KRT34","KRT33A"
"FHIP2A","FHIP2A"
"GSTK1","GSTK1"
"IL4I1","IL4I1"
"ATP2A1","ATP2A1"
"TMPRSS11E","TMPRSS11E"
"GMIP","GMIP"
"MYO15B","MYO15B"
"SOS1","SOS1"
"CAPN9","CAPN9"
"C12H11orf24","C11orf24"
"SFRP4","SFRP4"
"FIS1","FIS1"
"PCBP3","PCBP3"
"NCKAP1","NCKAP1"
"PLA2G6","PLA2G6"
"MAPK10","MAPK10"
"PFAS","PFAS"
"PABIR3","PABIR3"
"PHF13","PHF13"
