horse_symbol,horse_gene_id,human_gene_id,human_symbol,status
SCML2,100057593,10389.0,SCML2,OK
SCML4,100072084,256380.0,SCML4,OK
SCN10A,100055493,6336.0,SCN10A,OK
SCN11A,100068480,11280.0,SCN11A,OK
SCN1A,100052059,6323.0,SCN1A,OK
SCN1B,100050415,6324.0,SCN1B,OK
SCN2A,100051816,,,NO_ORTHOLOG
SCN2B,100062848,6327.0,SCN2B,OK
SCN3A,100061941,,,NO_ORTHOLOG
SCN3B,100071718,55800.0,SCN3B,OK
SCN4A,100049793,6329.0,SCN4A,OK
SCN4B,100071197,6330.0,SCN4B,OK
SCN5A,100034027,6331.0,SCN5A,OK
SCN7A,100062186,6332.0,SCN7A,OK
SCN8A,100052777,6334.0,SCN8A,OK
SCN9A,100052120,6335.0,SCN9A,OK
SCNM1,100055389,79005.0,SCNM1,OK
SCNN1A,100059623,6337.0,SCNN1A,OK
SCNN1B,100069008,6338.0,SCNN1B,OK
SCNN1D,100066014,6339.0,SCNN1D,OK
SCNN1G,102147597,6340.0,SCNN1G,OK
SCO1,100073084,6341.0,SCO1,OK
SCO2,100056712,9997.0,SCO2,OK
SCOC,100630508,60592.0,SCOC,OK
SCP2,100061338,6342.0,SCP2,OK
SCP2D1,100050298,140856.0,SCP2D1,OK
SCPEP1,100070731,59342.0,SCPEP1,OK
SCPPPQ1,125146415,105377321.0,SCPPPQ1,OK
SCRG1,106782841,11341.0,SCRG1,OK
SCRIB,100063454,23513.0,SCRIB,OK
SCRN1,100069716,9805.0,SCRN1,OK
SCRN2,100069187,90507.0,SCRN2,OK
SCRN3,100064865,79634.0,SCRN3,OK
SCRT2,111769973,85508.0,SCRT2,OK
SCT,100630455,6343.0,SCT,OK
SCTR,100051620,6344.0,SCTR,OK
SCUBE1,100071128,80274.0,SCUBE1,OK
SCUBE2,100071085,57758.0,SCUBE2,OK
SCUBE3,100629959,222663.0,SCUBE3,OK
SCX,100125857,642658.0,SCX,OK
SCYL1,100057036,57410.0,SCYL1,OK
SCYL2,100052713,55681.0,SCYL2,OK
SCYL3,100051897,57147.0,SCYL3,OK
SDAD1,100057877,55153.0,SDAD1,OK
SDC1,100071892,6382.0,SDC1,OK
SDC2,100059727,6383.0,SDC2,OK
SDC3,100070525,9672.0,SDC3,OK
SDC4,100070934,6385.0,SDC4,OK
SDCBP,100052836,6386.0,SDCBP,OK
SDCBP2,100053209,27111.0,SDCBP2,OK
SDCCAG8,100054914,10806.0,SDCCAG8,OK
SDE2,100054411,163859.0,SDE2,OK
SDF2,100059307,6388.0,SDF2,OK
SDF2L1,100057341,23753.0,SDF2L1,OK
SDF4,100066142,51150.0,SDF4,OK
SDHA,100034244,6389.0,SDHA,OK
SDHAF1,100060247,644096.0,SDHAF1,OK
SDHAF2,100062392,54949.0,SDHAF2,OK
SDHAF3,100063338,57001.0,SDHAF3,OK
SDHAF4,100629833,135154.0,SDHAF4,OK
SDHB,100050091,6390.0,SDHB,OK
SDHC,100065940,6391.0,SDHC,OK
SDHD,100629334,6392.0,SDHD,OK
SDK1,100060475,221935.0,SDK1,OK
SDK2,100061116,54549.0,SDK2,OK
SDR16C5,100067801,195814.0,SDR16C5,OK
SDR39U1,100050941,56948.0,SDR39U1,OK
SDR42E1,100055715,93517.0,SDR42E1,OK
SDR42E2,100629221,100288072.0,SDR42E2,OK
SDR9C7,100052386,121214.0,SDR9C7,OK
SDS,100056387,10993.0,SDS,OK
SDSL,100056350,113675.0,SDSL,OK
SEBOX,106783478,645832.0,SEBOX,OK
SEC11A,100053244,23478.0,SEC11A,OK
SEC11C,100054810,90701.0,SEC11C,OK
SEC13,100057913,6396.0,SEC13,OK
SEC14L1,100050884,6397.0,SEC14L1,OK
SEC14L2,100058707,23541.0,SEC14L2,OK
SEC14L5,100069968,9717.0,SEC14L5,OK
SEC16A,100068746,9919.0,SEC16A,OK
SEC16B,100052827,89866.0,SEC16B,OK
SEC22A,100060595,26984.0,SEC22A,OK
SEC22B,100059997,9554.0,SEC22B,OK
SEC22C,100055103,9117.0,SEC22C,OK
SEC23A,100050957,10484.0,SEC23A,OK
SEC23B,100050440,10483.0,SEC23B,OK
SEC23IP,100058564,11196.0,SEC23IP,OK
SEC24A,100062833,10802.0,SEC24A,OK
SEC24B,100072883,10427.0,SEC24B,OK
SEC24C,100072867,9632.0,SEC24C,OK
SEC24D,100064058,9871.0,SEC24D,OK
SEC31A,100052018,22872.0,SEC31A,OK
SEC31B,100070349,25956.0,SEC31B,OK
SEC61A1,100054080,29927.0,SEC61A1,OK
SEC61A2,100069336,55176.0,SEC61A2,OK
SEC61B,100630021,10952.0,SEC61B,OK
SEC61G,100629979,23480.0,SEC61G,OK
SEC62,100063496,7095.0,SEC62,OK
SEC63,100072096,11231.0,SEC63,OK
SECISBP2,100062130,79048.0,SECISBP2,OK
SECISBP2L,100070100,9728.0,SECISBP2L,OK
SECTM1,100629534,6398.0,SECTM1,OK
SEH1L,100630847,81929.0,SEH1L,OK
SEL1L,100052711,6400.0,SEL1L,OK
SEL1L2,100063135,80343.0,SEL1L2,OK
SEL1L3,100067169,23231.0,SEL1L3,OK
SELE,100033910,6401.0,SELE,OK
SELENBP1,100034054,,,NO_ORTHOLOG
SELENOF,100052383,9403.0,SELENOF,OK
SELENOH,100066533,280636.0,SELENOH,OK
SELENOI,100055703,85465.0,SELENOI,OK
SELENOK,100316857,58515.0,SELENOK,OK
SELENOM,100063305,140606.0,SELENOM,OK
SELENON,111772406,57190.0,SELENON,OK
SELENOO,100056150,83642.0,SELENOO,OK
SELENOP,100052968,6414.0,SELENOP,OK
SELENOS,100057595,55829.0,SELENOS,OK
SELENOT,100057206,51714.0,SELENOT,OK
SELENOV,102148224,348303.0,SELENOV,OK
SELENOW,100050195,6415.0,SELENOW,OK
SELL,100058663,6402.0,SELL,OK
SELP,100009695,6403.0,SELP,OK
SELPLG,100034025,6404.0,SELPLG,OK
SEM1,102150324,,,NO_ORTHOLOG
SEMA3A,100058155,10371.0,SEMA3A,OK
SEMA3B,100062048,7869.0,SEMA3B,OK
SEMA3C,100054706,10512.0,SEMA3C,OK
SEMA3D,100058327,223117.0,SEMA3D,OK
SEMA3E,100057879,9723.0,SEMA3E,OK
SEMA3F,100062215,6405.0,SEMA3F,OK
SEMA3G,100060213,56920.0,SEMA3G,OK
SEMA4A,100064005,64218.0,SEMA4A,OK
SEMA4B,100069054,10509.0,SEMA4B,OK
SEMA4C,100146410,54910.0,SEMA4C,OK
SEMA4D,100062234,10507.0,SEMA4D,OK
SEMA4F,100068980,10505.0,SEMA4F,OK
SEMA4G,100070304,57715.0,SEMA4G,OK
SEMA5A,100054607,9037.0,SEMA5A,OK
SEMA5B,100070536,54437.0,SEMA5B,OK
SEMA6A,100073147,57556.0,SEMA6A,OK
SEMA6B,102148630,10501.0,SEMA6B,OK
SEMA6C,100059476,10500.0,SEMA6C,OK
SEMA6D,100055875,80031.0,SEMA6D,OK
SEMA7A,100062559,8482.0,SEMA7A,OK
SENP1,100056855,29843.0,SENP1,OK
SENP2,100059276,59343.0,SENP2,OK
SENP3,102148314,26168.0,SENP3,OK
SENP5,100069684,205564.0,SENP5,OK
SENP6,100068828,26054.0,SENP6,OK
SENP7,100072208,57337.0,SENP7,OK
SENP8,100052291,123228.0,SENP8,OK
SEPHS1,100056604,22929.0,SEPHS1,OK
SEPHS2,100063822,22928.0,SEPHS2,OK
SEPSECS,100067546,51091.0,SEPSECS,OK
SEPTIN1,100065662,1731.0,SEPTIN1,OK
SEPTIN10,100060477,151011.0,SEPTIN10,OK
SEPTIN11,100051283,55752.0,SEPTIN11,OK
SEPTIN12,100069881,124404.0,SEPTIN12,OK
SEPTIN14,100061054,346288.0,SEPTIN14,OK
SEPTIN2,100057933,4735.0,SEPTIN2,OK
SEPTIN3,100070757,55964.0,SEPTIN3,OK
SEPTIN5,100052400,5413.0,SEPTIN5,OK
SEPTIN6,100058639,23157.0,SEPTIN6,OK
SEPTIN7,100070492,989.0,SEPTIN7,OK
SEPTIN8,100063132,23176.0,SEPTIN8,OK
SEPTIN9,100058313,10801.0,SEPTIN9,OK
SERAC1,100051068,84947.0,SERAC1,OK
SERBP1,100069110,26135.0,SERBP1,OK
SERF2,100070752,10169.0,SERF2,OK
SERGEF,100071821,26297.0,SERGEF,OK
SERHL2,100071013,253190.0,SERHL2,OK
SERINC1,100067255,57515.0,SERINC1,OK
SERINC2,100070470,347735.0,SERINC2,OK
SERINC3,100070746,10955.0,SERINC3,OK
SERINC4,111775498,619189.0,SERINC4,OK
SERINC5,100073260,256987.0,SERINC5,OK
SERP1,102150364,27230.0,SERP1,OK
SERPINA10,100064976,51156.0,SERPINA10,OK
SERPINA11,102149028,256394.0,SERPINA11,OK
SERPINA12,100065308,145264.0,SERPINA12,OK
SERPINA14,100462689,,,NO_ORTHOLOG
SERPINA5,100065370,5104.0,SERPINA5,OK
SERPINA6,100065007,866.0,SERPINA6,OK
SERPINA7,100061538,6906.0,SERPINA7,OK
SERPINA9,102150655,327657.0,SERPINA9,OK
SERPINB1,100049797,1992.0,SERPINB1,OK
SERPINB10,100057744,5273.0,SERPINB10,OK
SERPINB11,100051445,89778.0,SERPINB11,OK
SERPINB12,100051156,89777.0,SERPINB12,OK
SERPINB13,100051229,5275.0,SERPINB13,OK
SERPINB2,100051584,5055.0,SERPINB2,OK
SERPINB5,100051081,5268.0,SERPINB5,OK
SERPINB6,100050295,5269.0,SERPINB6,OK
SERPINB7,100051511,8710.0,SERPINB7,OK
SERPINB8,100051655,5271.0,SERPINB8,OK
SERPINB9,100050225,5272.0,SERPINB9,OK
SERPINC1,100061173,462.0,SERPINC1,OK
SERPIND1,100629879,3053.0,SERPIND1,OK
SERPINE1,100033931,5054.0,SERPINE1,OK
SERPINE2,100056744,5270.0,SERPINE2,OK
SERPINE3,100053398,647174.0,SERPINE3,OK
SERPINF1,100072415,5176.0,SERPINF1,OK
SERPINF2,100060087,5345.0,SERPINF2,OK
SERPING1,100066476,710.0,SERPING1,OK
SERPINH1,100064560,871.0,SERPINH1,OK
SERPINI1,100057410,5274.0,SERPINI1,OK
SERPINI2,100064421,5276.0,SERPINI2,OK
SERTAD1,102149186,29950.0,SERTAD1,OK
SERTAD2,100063428,9792.0,SERTAD2,OK
SERTAD3,100068129,29946.0,SERTAD3,OK
SERTAD4,100051364,56256.0,SERTAD4,OK
SERTM1,100062457,400120.0,SERTM1,OK
SERTM2,111771650,401613.0,SERTM2,OK
SESN1,100066585,27244.0,SESN1,OK
SESN2,100056552,83667.0,SESN2,OK
SESN3,100061072,143686.0,SESN3,OK
SESTD1,100067450,91404.0,SESTD1,OK
SET,100066929,6418.0,SET,OK
SETBP1,100053128,26040.0,SETBP1,OK
SETD1A,100063523,9739.0,SETD1A,OK
SETD1B,100146430,23067.0,SETD1B,OK
SETD2,100064888,29072.0,SETD2,OK
SETD3,100049970,84193.0,SETD3,OK
SETD4,100051888,54093.0,SETD4,OK
SETD5,100052472,55209.0,SETD5,OK
SETD6,100063261,79918.0,SETD6,OK
SETD7,100063257,80854.0,SETD7,OK
SETD9,100061650,133383.0,SETD9,OK
SETDB1,100059254,9869.0,SETDB1,OK
SETDB2,100056120,83852.0,SETDB2,OK
SETX,100066679,23064.0,SETX,OK
SEZ6,100072101,124925.0,SEZ6,OK
SEZ6L,100065261,23544.0,SEZ6L,OK
SEZ6L2,100065923,26470.0,SEZ6L2,OK
SF1,100050420,7536.0,SF1,OK
SF3A1,100058749,10291.0,SF3A1,OK
SF3A2,111774166,8175.0,SF3A2,OK
SF3A3,100069044,10946.0,SF3A3,OK
SF3B1,100070506,23451.0,SF3B1,OK
SF3B2,100052173,10992.0,SF3B2,OK
SF3B3,100054753,23450.0,SF3B3,OK
SF3B4,100054350,10262.0,SF3B4,OK
SF3B5,100060669,83443.0,SF3B5,OK
SF3B6,100056247,51639.0,SF3B6,OK
SFI1,100063118,9814.0,SFI1,OK
SFMBT1,100051403,51460.0,SFMBT1,OK
SFMBT2,100057049,57713.0,SFMBT2,OK
SFN,100057082,2810.0,SFN,OK
SFPQ,100069588,6421.0,SFPQ,OK
SFR1,100059527,119392.0,SFR1,OK
SFRP1,100055845,6422.0,SFRP1,OK
SFRP2,100069959,6423.0,SFRP2,OK
SFRP4,100051069,6424.0,SFRP4,OK
SFRP5,100070673,6425.0,SFRP5,OK
SFSWAP,100062382,6433.0,SFSWAP,OK
SFT2D1,100050246,113402.0,SFT2D1,OK
SFT2D2,100630191,375035.0,SFT2D2,OK
SFT2D3,111768862,84826.0,SFT2D3,OK
SFTA2,100630521,389376.0,SFTA2,OK
SFTPA1,100033826,,,NO_ORTHOLOG
SFTPB,100034028,6439.0,SFTPB,OK
SFTPC,100053773,6440.0,SFTPC,OK
SFTPD,100066341,6441.0,SFTPD,OK
SFXN1,100069168,94081.0,SFXN1,OK
SFXN2,100059866,118980.0,SFXN2,OK
SFXN3,100060384,81855.0,SFXN3,OK
SFXN4,100065967,119559.0,SFXN4,OK
SFXN5,100050079,94097.0,SFXN5,OK
SGCA,100056285,6442.0,SGCA,OK
SGCB,100060566,6443.0,SGCB,OK
SGCD,100059936,6444.0,SGCD,OK
SGCE,100051775,8910.0,SGCE,OK
SGCG,100050428,6445.0,SGCG,OK
SGCZ,100049909,137868.0,SGCZ,OK
SGF29,100064194,112869.0,SGF29,OK
SGIP1,100069364,84251.0,SGIP1,OK
SGK1,100073151,6446.0,SGK1,OK
SGK3,100052030,23678.0,SGK3,OK
SGMS1,100062484,259230.0,SGMS1,OK
SGMS2,100072971,166929.0,SGMS2,OK
SGO1,100051935,151648.0,SGO1,OK
SGO2,100070958,151246.0,SGO2,OK
SGPL1,100072755,8879.0,SGPL1,OK
SGPP1,100061850,81537.0,SGPP1,OK
SGPP2,100060934,130367.0,SGPP2,OK
SGSH,100056499,6448.0,SGSH,OK
SGSM1,100065654,129049.0,SGSM1,OK
SGSM2,100072485,9905.0,SGSM2,OK
SGSM3,100070463,27352.0,SGSM3,OK
SGTA,100059698,6449.0,SGTA,OK
SGTB,100050363,54557.0,SGTB,OK
SH2B1,100064371,25970.0,SH2B1,OK
SH2B2,100059630,10603.0,SH2B2,OK
SH2B3,100057885,10019.0,SH2B3,OK
SH2D1A,100054960,4068.0,SH2D1A,OK
SH2D1B,100058250,117157.0,SH2D1B,OK
SH2D2A,100147561,9047.0,SH2D2A,OK
SH2D3A,100065982,10045.0,SH2D3A,OK
SH2D3C,100070448,10044.0,SH2D3C,OK
SH2D4A,100052071,63898.0,SH2D4A,OK
SH2D4B,100052740,387694.0,SH2D4B,OK
SH2D5,100071771,400745.0,SH2D5,OK
SH2D6,100067357,284948.0,SH2D6,OK
SH2D7,100060049,646892.0,SH2D7,OK
SH3BGR,100059282,6450.0,SH3BGR,OK
SH3BGRL,100071723,6451.0,SH3BGRL,OK
SH3BGRL2,100630431,83699.0,SH3BGRL2,OK
SH3BGRL3,100146131,83442.0,SH3BGRL3,OK
SH3BP1,100069810,23616.0,SH3BP1,OK
SH3BP2,100051380,6452.0,SH3BP2,OK
SH3BP4,100065797,23677.0,SH3BP4,OK
SH3BP5,100064052,9467.0,SH3BP5,OK
SH3BP5L,100049828,80851.0,SH3BP5L,OK
SH3D19,100062398,152503.0,SH3D19,OK
SH3D21,100069289,79729.0,SH3D21,OK
SH3GL1,100146122,6455.0,SH3GL1,OK
SH3GL2,100063235,6456.0,SH3GL2,OK
SH3GL3,100067811,57188.0,ADAMTSL3,OK
SH3GLB1,100052441,51100.0,SH3GLB1,OK
SH3GLB2,100070104,56904.0,SH3GLB2,OK
SH3KBP1,100058644,30011.0,SH3KBP1,OK
SH3PXD2A,100059600,9644.0,SH3PXD2A,OK
SH3PXD2B,100069899,285590.0,SH3PXD2B,OK
SH3RF1,100061339,57630.0,SH3RF1,OK
SH3RF2,100071998,153769.0,SH3RF2,OK
SH3RF3,100060543,344558.0,SH3RF3,OK
SH3TC1,100146376,54436.0,SH3TC1,OK
SH3TC2,100071721,79628.0,SH3TC2,OK
SH3YL1,100073048,26751.0,SH3YL1,OK
SHANK1,100146911,50944.0,SHANK1,OK
SHANK2,100061705,22941.0,SHANK2,OK
SHANK3,100056993,85358.0,SHANK3,OK
SHARPIN,100065232,81858.0,SHARPIN,OK
SHB,100066128,6461.0,SHB,OK
SHBG,100073011,6462.0,SHBG,OK
SHC1,100063053,6464.0,SHC1,OK
SHC2,100146209,25759.0,SHC2,OK
SHC3,100061926,53358.0,SHC3,OK
SHC4,100055699,399694.0,SHC4,OK
SHCBP1,100056338,79801.0,SHCBP1,OK
SHCBP1L,100055217,81626.0,SHCBP1L,OK
SHD,100147610,56961.0,SHD,OK
SHE,100062544,126669.0,SHE,OK
SHF,100070534,90525.0,SHF,OK
SHFL,100058468,55337.0,SHFL,OK
SHH,100147450,6469.0,SHH,OK
SHISA2,100050662,387914.0,SHISA2,OK
SHISA3,100062956,152573.0,SHISA3,OK
SHISA4,100063707,149345.0,SHISA4,OK
SHISA5,100063734,51246.0,SHISA5,OK
SHISA6,100073090,388336.0,SHISA6,OK
SHISA7,100629670,729956.0,SHISA7,OK
SHISA8,100070715,440829.0,SHISA8,OK
SHISA9,100147264,729993.0,SHISA9,OK
SHISAL1,100146571,85352.0,SHISAL1,OK
SHISAL2A,100061753,348378.0,SHISAL2A,OK
SHISAL2B,100630703,100132916.0,SHISAL2B,OK
SHKBP1,100630098,92799.0,SHKBP1,OK
SHLD1,100065580,149840.0,SHLD1,OK
SHLD2,100064114,54537.0,SHLD2,OK
SHMT1,100051522,6470.0,SHMT1,OK
SHMT2,100050119,6472.0,SHMT2,OK
SHOC1,100053749,158401.0,SHOC1,OK
SHOC2,100059268,8036.0,SHOC2,OK
SHOX,111771534,6473.0,SHOX,OK
SHOX2,100056121,6474.0,SHOX2,OK
SHPRH,100060637,257218.0,SHPRH,OK
SHQ1,100062011,55164.0,SHQ1,OK
SHROOM1,100072831,134549.0,SHROOM1,OK
SHROOM2,100052577,357.0,SHROOM2,OK
SHROOM3,100058370,57619.0,SHROOM3,OK
SHROOM4,100052405,57477.0,SHROOM4,OK
SHTN1,100067493,57698.0,SHTN1,OK
SI,100063242,6476.0,SI,OK
SIAE,100072250,54414.0,SIAE,OK
SIAH1,100057532,6477.0,SIAH1,OK
SIAH2,100034000,6478.0,SIAH2,OK
SIAH3,100058813,283514.0,SIAH3,OK
SIDT1,100061301,54847.0,SIDT1,OK
SIDT2,100062652,51092.0,SIDT2,OK
SIGIRR,100054544,59307.0,SIGIRR,OK
SIGLEC1,100066351,6614.0,SIGLEC1,OK
SIGLEC11,100147018,114132.0,SIGLEC11,OK
SIGLEC15,100068715,284266.0,SIGLEC15,OK
SIGLECL1,100066474,284369.0,SIGLECL1,OK
SIGMAR1,100068507,10280.0,SIGMAR1,OK
SIK1,100057456,150094.0,SIK1,OK
SIK2,100070391,23235.0,SIK2,OK
SIK3,100071111,23387.0,SIK3,OK
SIKE1,100059510,80143.0,SIKE1,OK
SIL1,100072543,64374.0,SIL1,OK
SIM1,100066172,6492.0,SIM1,OK
SIM2,100061169,6493.0,SIM2,OK
SIMC1,100068955,375484.0,SIMC1,OK
SIN3A,100051174,25942.0,SIN3A,OK
SIN3B,100069936,23309.0,SIN3B,OK
SINHCAF,100069812,58516.0,SINHCAF,OK
SIPA1,100057444,6494.0,SIPA1,OK
SIPA1L1,100049969,26037.0,SIPA1L1,OK
SIPA1L2,100060169,57568.0,SIPA1L2,OK
SIPA1L3,100063981,23094.0,SIPA1L3,OK
SIRPA,100067339,140885.0,SIRPA,OK
SIRPB2,100146829,284759.0,SIRPB2,OK
SIRT1,100072571,23411.0,SIRT1,OK
SIRT2,100146611,22933.0,SIRT2,OK
SIRT3,100054908,23410.0,SIRT3,OK
SIRT4,100053520,23409.0,SIRT4,OK
SIRT5,100051757,23408.0,SIRT5,OK
SIRT6,100063125,51548.0,SIRT6,OK
SIRT7,100054966,51547.0,SIRT7,OK
SIT1,100067968,27240.0,SIT1,OK
SIVA1,100061096,10572.0,SIVA1,OK
SIX1,100060564,6495.0,SIX1,OK
SIX2,100068793,10736.0,SIX2,OK
SIX3,111768111,6496.0,SIX3,OK
SIX4,100051418,51804.0,SIX4,OK
SIX5,106781864,147912.0,SIX5,OK
SIX6,100060396,4990.0,SIX6,OK
SKA1,100069517,220134.0,SKA1,OK
SKA2,100629882,348235.0,SKA2,OK
SKA3,100055242,221150.0,SKA3,OK
SKAP1,100069371,8631.0,SKAP1,OK
SKAP2,100054247,8935.0,SKAP2,OK
SKI,100033833,6497.0,SKI,OK
SKIC2,100051198,6499.0,SKIC2,OK
SKIC3,100065001,9652.0,SKIC3,OK
SKIC8,100050338,80349.0,SKIC8,OK
SKIDA1,100055804,387640.0,SKIDA1,OK
SKIL,100057606,6498.0,SKIL,OK
SKOR1,100146887,390598.0,SKOR1,OK
SKOR2,100068909,652991.0,SKOR2,OK
SKP1,100062946,6500.0,SKP1,OK
SKP2,100053697,6502.0,SKP2,OK
SLA,100068961,6503.0,SLA,OK
SLA2,100069705,84174.0,SLA2,OK
SLAIN1,100053203,122060.0,SLAIN1,OK
SLAIN2,100061309,57606.0,SLAIN2,OK
SLAMF1,100053816,6504.0,SLAMF1,OK
SLAMF6,100058672,114836.0,SLAMF6,OK
SLAMF7,100058797,57823.0,SLAMF7,OK
SLAMF8,100057842,56833.0,SLAMF8,OK
SLAMF9,100630053,89886.0,SLAMF9,OK
SLBP,100052514,7884.0,SLBP,OK
SLBP2,100913084,,,NO_ORTHOLOG
SLC10A1,100064290,6554.0,SLC10A1,OK
SLC10A2,100051264,6555.0,SLC10A2,OK
SLC10A3,100058388,8273.0,SLC10A3,OK
SLC10A4,100061200,201780.0,SLC10A4,OK
SLC10A5,100057260,347051.0,SLC10A5,OK
SLC10A6,100034105,345274.0,SLC10A6,OK
SLC10A7,100062717,84068.0,SLC10A7,OK
SLC11A1,100033912,6556.0,SLC11A1,OK
SLC11A2,100052385,4891.0,SLC11A2,OK
SLC12A1,100055787,6557.0,SLC12A1,OK
SLC12A2,100073036,6558.0,SLC12A2,OK
SLC12A3,100051953,6559.0,SLC12A3,OK
SLC12A4,100053706,6560.0,SLC12A4,OK
SLC12A5,100071141,57468.0,SLC12A5,OK
SLC12A6,100058046,9990.0,SLC12A6,OK
SLC12A7,100058040,10723.0,SLC12A7,OK
SLC12A8,100070338,84561.0,SLC12A8,OK
SLC12A9,100067551,56996.0,SLC12A9,OK
SLC13A1,100056383,6561.0,SLC13A1,OK
SLC13A2,100072053,9058.0,SLC13A2,OK
SLC13A3,100071226,64849.0,SLC13A3,OK
SLC13A4,100064962,26266.0,SLC13A4,OK
SLC13A5,100060798,284111.0,SLC13A5,OK
SLC14A1,100068670,,,NO_ORTHOLOG
SLC14A2,100068642,,,NO_ORTHOLOG
SLC15A1,100060961,6564.0,SLC15A1,OK
SLC15A2,100070712,6565.0,SLC15A2,OK
SLC15A3,100062045,51296.0,SLC15A3,OK
SLC15A4,100062691,121260.0,SLC15A4,OK
SLC15A5,100629604,729025.0,SLC15A5,OK
SLC16A1,100009694,6566.0,SLC16A1,OK
SLC16A10,100072381,117247.0,SLC16A10,OK
SLC16A11,100072930,162515.0,SLC16A11,OK
SLC16A12,100071573,387700.0,SLC16A12,OK
SLC16A13,100072927,201232.0,SLC16A13,OK
SLC16A14,100063374,151473.0,SLC16A14,OK
SLC16A2,100059100,6567.0,SLC16A2,OK
SLC16A3,100056191,9123.0,SLC16A3,OK
SLC16A4,100058580,9122.0,SLC16A4,OK
SLC16A5,100060017,9121.0,SLC16A5,OK
SLC16A6,100053247,9120.0,SLC16A6,OK
SLC16A7,100051223,9194.0,SLC16A7,OK
SLC16A8,100069977,23539.0,SLC16A8,OK
SLC16A9,100062703,220963.0,SLC16A9,OK
SLC17A1,100068069,6568.0,SLC17A1,OK
SLC17A2,100052863,10246.0,SLC17A2,OK
SLC17A3,100052814,10786.0,SLC17A3,OK
SLC17A4,100052756,10050.0,SLC17A4,OK
SLC17A5,100068130,26503.0,SLC17A5,OK
SLC17A6,100057463,57084.0,SLC17A6,OK
SLC17A7,100146907,57030.0,SLC17A7,OK
SLC17A8,100052766,246213.0,SLC17A8,OK
SLC17A9,100058964,63910.0,SLC17A9,OK
SLC18A1,100055485,6570.0,SLC18A1,OK
SLC18A2,100058805,6571.0,SLC18A2,OK
SLC18A3,102151059,6572.0,SLC18A3,OK
SLC18B1,100073127,116843.0,SLC18B1,OK
SLC19A1,100055625,6573.0,SLC19A1,OK
SLC19A2,100058457,10560.0,SLC19A2,OK
SLC1A1,100059120,6505.0,SLC1A1,OK
SLC1A2,100067133,6506.0,SLC1A2,OK
SLC1A3,100053647,6507.0,SLC1A3,OK
SLC1A4,100063163,6509.0,SLC1A4,OK
SLC1A5,100146913,6510.0,SLC1A5,OK
SLC1A6,100147542,6511.0,SLC1A6,OK
SLC20A1,100064887,6574.0,SLC20A1,OK
SLC20A2,100054432,6575.0,SLC20A2,OK
SLC22A1,100058455,,,NO_ORTHOLOG
SLC22A10,100060420,,,NO_ORTHOLOG
SLC22A11,100147595,55867.0,SLC22A11,OK
SLC22A12,100055832,116085.0,SLC22A12,OK
SLC22A13,100053841,9390.0,SLC22A13,OK
SLC22A14,100053787,9389.0,SLC22A14,OK
SLC22A15,100065881,55356.0,SLC22A15,OK
SLC22A16,100072331,85413.0,SLC22A16,OK
SLC22A17,100146262,51310.0,SLC22A17,OK
SLC22A18,100060198,5002.0,SLC67A1,OK
SLC22A2,100050608,6582.0,SLC22A2,OK
SLC22A20,100051181,,,NO_ORTHOLOG
SLC22A23,100058363,63027.0,SLC22A23,OK
SLC22A24,100060388,283238.0,SLC22A24,OK
SLC22A3,100058287,6581.0,SLC22A3,OK
SLC22A31,102148083,146429.0,SLC22A31,OK
SLC22A4,100063287,6583.0,SLC22A4,OK
SLC22A5,100072871,6584.0,SLC22A5,OK
SLC22A6,100064220,,,NO_ORTHOLOG
SLC22A7,100055149,10864.0,SLC22A7,OK
SLC22A8,100064251,9376.0,SLC22A8,OK
SLC23A1,100072525,9963.0,SLC23A1,OK
SLC23A2,100052186,9962.0,SLC23A2,OK
SLC23A3,100059053,151295.0,SLC23A3,OK
SLC24A1,100066201,9187.0,SLC24A1,OK
SLC24A2,100063961,25769.0,SLC24A2,OK
SLC24A3,100061651,57419.0,SLC24A3,OK
SLC24A4,100063742,123041.0,SLC24A4,OK
SLC24A5,100055828,283652.0,SLC24A5,OK
SLC25A10,100055445,1468.0,SLC25A10,OK
SLC25A11,100061330,8402.0,SLC25A11,OK
SLC25A12,100063768,8604.0,SLC25A12,OK
SLC25A13,100063046,10165.0,SLC25A13,OK
SLC25A14,100054503,9016.0,SLC25A14,OK
SLC25A15,100069313,,,NO_ORTHOLOG
SLC25A16,100072614,8034.0,SLC25A16,OK
SLC25A17,100070515,10478.0,SLC25A17,OK
SLC25A18,100055121,83733.0,SLC25A18,OK
SLC25A19,100051927,60386.0,SLC25A19,OK
SLC25A20,100063527,788.0,SLC25A20,OK
SLC25A21,100059414,89874.0,SLC25A21,OK
SLC25A22,100147341,79751.0,SLC25A22,OK
SLC25A23,100065671,79085.0,SLC25A23,OK
SLC25A24,100057835,,,NO_ORTHOLOG
SLC25A25,100070341,114789.0,SLC25A25,OK
SLC25A26,100053586,115286.0,SLC25A26,OK
SLC25A27,100055797,9481.0,SLC25A27,OK
SLC25A28,100070443,81894.0,SLC25A28,OK
SLC25A29,100050099,123096.0,SLC25A29,OK
SLC25A3,100066269,5250.0,SLC25A3,OK
SLC25A30,100059040,253512.0,SLC25A30,OK
SLC25A31,100071908,83447.0,SLC25A31,OK
SLC25A32,100056389,81034.0,SLC25A32,OK
SLC25A33,100057608,84275.0,SLC25A33,OK
